"gene_id" "projection_parent_gene"
"45200" "ENSG05220008294" "ENSG00000247765.2"
"45201" "ENSG05220008295" "ENSG00000181984.11"
"45202" "ENSG05220008296" "ENSG00000201241.1"
"45203" "ENSG05220008297" "ENSG00000260409.1"
"45204" "ENSG05220008298" "ENSG00000261554.1"
"45205" "ENSG05220008300" "ENSG00000259698.1"
"45206" "ENSG05220008301" "ENSG00000258397.1"
"45207" "ENSG05220008302" "ENSG00000258590.5"
"45208" "ENSG05220008303" "ENSG00000259025.1"
"45209" "ENSG05220008304" "ENSG00000258797.2"
"45210" "ENSG05220008306" "ENSG00000258488.2"
"45211" "ENSG05220008307" "ENSG00000258684.2"
"45212" "ENSG05220008308" "ENSG00000287345.1"
"45213" "ENSG05220008309" "ENSG00000258410.1"
"45214" "ENSG05220061793" "ENSG00000239471.3"
"45215" "ENSG05220008312" "ENSG00000188403.7"
"45216" "ENSG05220061968" "ENSG00000243059.3"
"45217" "ENSG05220008314" "ENSG00000258916.2"
"45218" "ENSG05220008315" "ENSG00000282089.1"
"45219" "ENSG05220062297" "ENSG00000279595.1"
"45220" "ENSG05220062511" "ENSG00000275174.1"
"45221" "ENSG05220008318" "ENSG00000258780.1"
"45222" "ENSG05220008319" "ENSG00000279628.1"
"45223" "ENSG05220008320" "ENSG00000180229.12"
"45224" "ENSG05220008322" "ENSG00000278497.1"
"45225" "ENSG05220008323" "ENSG00000270451.1"
"45226" "ENSG05220008324" "ENSG00000271336.1"
"45227" "ENSG05220008325" "ENSG00000271317.1"
"45228" "ENSG05220008327" "ENSG00000230031.10"
"45229" "ENSG05220008328" "ENSG00000278626.1"
"45230" "ENSG05220008329" "ENSG00000258415.2"
"45231" "ENSG05220008330" "ENSG00000260986.1"
"45232" "ENSG05220008331" "ENSG00000270961.1"
"45233" "ENSG05220008332" "ENSG00000258463.1"
"45234" "ENSG05220008333" "ENSG00000259214.1"
"45235" "ENSG05220008334" "ENSG00000258706.1"
"45236" "ENSG05220008335" "ENSG00000258712.2"
"45237" "ENSG05220008336" "ENSG00000258771.1"
"45238" "ENSG05220008337" "ENSG00000258707.2"
"45239" "ENSG05220061716" "ENSG00000278935.1"
"45240" "ENSG05220008339" "ENSG00000258799.1"
"45241" "ENSG05220008340" "ENSG00000258848.1"
"45242" "ENSG05220008341" "ENSG00000259089.2"
"45243" "ENSG05220008342" "ENSG00000259490.2"
"45244" "ENSG05220008344" "ENSG00000277841.1"
"45245" "ENSG05220008345" "ENSG00000258628.1"
"45246" "ENSG05220008346" "ENSG00000284834.1"
"45247" "ENSG05220008347" "ENSG00000259769.1"
"45248" "ENSG05220008348" "ENSG00000282520.1"
"45249" "ENSG05220008349" "ENSG00000261048.1"
"45250" "ENSG05220008350" "ENSG00000282268.1"
"45251" "ENSG05220008352" "ENSG00000287122.1"
"45252" "ENSG05220008354" "ENSG00000259337.4"
"45253" "ENSG05220008356" "ENSG00000270831.1"
"45254" "ENSG05220008358" "ENSG00000259156.7"
"45255" "ENSG05220008359" "ENSG00000280703.1"
"45256" "ENSG05220062526" "ENSG00000277243.1"
"45257" "ENSG05220008361" "ENSG00000277322.1"
"45258" "ENSG05220008362" "ENSG00000281347.3"
"45259" "ENSG05220008363" "ENSG00000277988.1"
"45260" "ENSG05220008364" "ENSG00000237161.4"
"45261" "ENSG05220061640" "ENSG00000238478.1"
"45262" "ENSG05220008366" "ENSG00000270685.1"
"45263" "ENSG05220008367" "ENSG00000268531.3"
"45264" "ENSG05220062097" "ENSG00000265322.1"
"45265" "ENSG05220008369" "ENSG00000259383.1"
"45266" "ENSG05220008370" "ENSG00000258767.1"
"45267" "ENSG05220008371" "ENSG00000258855.1"
"45268" "ENSG05220008373" "ENSG00000282599.1"
"45269" "ENSG05220008374" "ENSG00000274499.1"
"45270" "ENSG05220008281" "ENSG00000278522.5"
"45271" "ENSG05220008288" "ENSG00000258710.8"
"45272" "ENSG05220008351" "ENSG00000280881.1"
"45273" "ENSG05220043083" "ENSG00000259509.2"
"45274" "ENSG05220043090" "ENSG00000259255.1"
"45275" "ENSG05220043091" "ENSG00000259572.7"
"45276" "ENSG05220043094" "ENSG00000202542.1"
"45277" "ENSG05220043099" "ENSG00000137860.12"
"45278" "ENSG05220043108" "ENSG00000284386.1"
"45279" "ENSG05220043110" "ENSG00000286947.1"
"45280" "ENSG05220043111" "ENSG00000259304.1"
"45281" "ENSG05220043112" "ENSG00000104154.7"
"45282" "ENSG05220043114" "ENSG00000265942.2"
"45283" "ENSG05220043115" "ENSG00000259705.1"
"45284" "ENSG05220043116" "ENSG00000213862.4"
"45285" "ENSG05220043117" "ENSG00000166920.13"
"45286" "ENSG05220043121" "ENSG00000285934.1"
"45287" "ENSG05220043123" "ENSG00000259418.1"
"45288" "ENSG05220043124" "ENSG00000259681.1"
"45289" "ENSG05220043130" "ENSG00000166200.15"
"45290" "ENSG05220043131" "ENSG00000238456.1"
"45291" "ENSG05220043132" "ENSG00000274654.1"
"45292" "ENSG05220043133" "ENSG00000259354.5"
"45293" "ENSG05220043135" "ENSG00000212550.1"
"45294" "ENSG05220043137" "ENSG00000140279.13"
"45295" "ENSG05220043154" "ENSG00000171763.20"
"45296" "ENSG05220043158" "ENSG00000259743.2"
"45297" "ENSG05220043159" "ENSG00000259360.1"
"45298" "ENSG05220043160" "ENSG00000275672.1"
"45299" "ENSG05220043161" "ENSG00000261709.3"
"45300" "ENSG05220043164" "ENSG00000171766.17"
"45301" "ENSG05220043169" "ENSG00000259500.1"
"45302" "ENSG05220043170" "ENSG00000238819.1"
"45303" "ENSG05220043171" "ENSG00000207516.1"
"45304" "ENSG05220043172" "ENSG00000252171.1"
"45305" "ENSG05220043173" "ENSG00000287439.1"
"45306" "ENSG05220043174" "ENSG00000252475.1"
"45307" "ENSG05220043176" "ENSG00000140254.13"
"45308" "ENSG05220043181" "ENSG00000287704.1"
"45309" "ENSG05220043182" "ENSG00000252117.1"
"45310" "ENSG05220043184" "ENSG00000103995.14"
"45311" "ENSG05220043192" "ENSG00000259433.2"
"45312" "ENSG05220043196" "ENSG00000140274.14"
"45313" "ENSG05220043202" "ENSG00000259221.5"
"45314" "ENSG05220043205" "ENSG00000259488.2"
"45315" "ENSG05220043213" "ENSG00000188467.11"
"45316" "ENSG05220043219" "ENSG00000223308.1"
"45317" "ENSG05220043221" "ENSG00000284540.1"
"45318" "ENSG05220043223" "ENSG00000273925.1"
"45319" "ENSG05220043227" "ENSG00000233932.6"
"45320" "ENSG05220043232" "ENSG00000259700.3"
"45321" "ENSG05220043235" "ENSG00000259342.1"
"45322" "ENSG05220043237" "ENSG00000279014.1"
"45323" "ENSG05220043246" "ENSG00000185634.12"
"45324" "ENSG05220043255" "ENSG00000260035.1"
"45325" "ENSG05220043256" "ENSG00000259593.1"
"45326" "ENSG05220043258" "ENSG00000259740.1"
"45327" "ENSG05220043259" "ENSG00000259588.1"
"45328" "ENSG05220043261" "ENSG00000285597.1"
"45329" "ENSG05220043263" "ENSG00000207105.1"
"45330" "ENSG05220043265" "ENSG00000275709.1"
"45331" "ENSG05220043267" "ENSG00000259730.1"
"45332" "ENSG05220043269" "ENSG00000259216.2"
"45333" "ENSG05220043271" "ENSG00000259200.2"
"45334" "ENSG05220043275" "ENSG00000200120.1"
"45335" "ENSG05220043280" "ENSG00000167014.11"
"45336" "ENSG05220043286" "ENSG00000259385.1"
"45337" "ENSG05220043288" "ENSG00000235390.4"
"45338" "ENSG05220043290" "ENSG00000259427.2"
"45339" "ENSG05220043291" "ENSG00000259742.1"
"45340" "ENSG05220043309" "ENSG00000104177.18"
"45341" "ENSG05220043323" "ENSG00000179362.14"
"45342" "ENSG05220043327" "ENSG00000137857.18"
"45343" "ENSG05220043330" "ENSG00000259235.2"
"45344" "ENSG05220043331" "ENSG00000252288.1"
"45345" "ENSG05220043332" "ENSG00000273972.1"
"45346" "ENSG05220043333" "ENSG00000259231.2"
"45347" "ENSG05220043334" "ENSG00000259352.1"
"45348" "ENSG05220043336" "ENSG00000137872.17"
"45349" "ENSG05220043346" "ENSG00000138593.9"
"45350" "ENSG05220043348" "ENSG00000255302.5"
"45351" "ENSG05220043349" "ENSG00000259554.1"
"45352" "ENSG05220043351" "ENSG00000074803.20"
"45353" "ENSG05220043365" "ENSG00000259670.1"
"45354" "ENSG05220043370" "ENSG00000140263.15"
"45355" "ENSG05220043371" "ENSG00000259469.1"
"45356" "ENSG05220043372" "ENSG00000104164.12"
"45357" "ENSG05220043374" "ENSG00000166147.15"
"45358" "ENSG05220043381" "ENSG00000259932.1"
"45359" "ENSG05220043382" "ENSG00000259338.1"
"45360" "ENSG05220043383" "ENSG00000200419.1"
"45361" "ENSG05220043385" "ENSG00000222343.1"
"45362" "ENSG05220043386" "ENSG00000259754.2"
"45363" "ENSG05220043389" "ENSG00000259520.6"
"45364" "ENSG05220043390" "ENSG00000259539.1"
"45365" "ENSG05220043391" "ENSG00000287020.1"
"45366" "ENSG05220043393" "ENSG00000137767.14"
"45367" "ENSG05220043399" "ENSG00000138606.19"
"45368" "ENSG05220043404" "ENSG00000259519.1"
"45369" "ENSG05220043405" "ENSG00000238941.1"
"45370" "ENSG05220043406" "ENSG00000259602.1"
"45371" "ENSG05220043408" "ENSG00000259656.1"
"45372" "ENSG05220043147" "ENSG00000128951.14"
"45373" "ENSG05220046439" "ENSG00000156970.13"
"45374" "ENSG05220046442" "ENSG00000247556.6"
"45375" "ENSG05220046447" "ENSG00000051180.17"
"45376" "ENSG05220046450" "ENSG00000245849.8"
"45377" "ENSG05220046451" "ENSG00000248508.8"
"45378" "ENSG05220046453" "ENSG00000166133.18"
"45379" "ENSG05220046455" "ENSG00000259536.5"
"45380" "ENSG05220046456" "ENSG00000283133.1"
"45381" "ENSG05220046457" "ENSG00000259463.1"
"45382" "ENSG05220046458" "ENSG00000251161.4"
"45383" "ENSG05220046463" "ENSG00000137802.14"
"45384" "ENSG05220046468" "ENSG00000188549.12"
"45385" "ENSG05220046470" "ENSG00000243789.11"
"45386" "ENSG05220046471" "ENSG00000260814.2"
"45387" "ENSG05220046472" "ENSG00000279409.1"
"45388" "ENSG05220046473" "ENSG00000157021.9"
"45389" "ENSG05220046474" "ENSG00000274798.1"
"45390" "ENSG05220046475" "ENSG00000137841.12"
"45391" "ENSG05220046478" "ENSG00000259389.2"
"45392" "ENSG05220046479" "ENSG00000244251.1"
"45393" "ENSG05220046482" "ENSG00000233041.8"
"45394" "ENSG05220046483" "ENSG00000223313.1"
"45395" "ENSG05220046485" "ENSG00000137880.6"
"45396" "ENSG05220046488" "ENSG00000243708.11"
"45397" "ENSG05220046492" "ENSG00000259364.1"
"45398" "ENSG05220046494" "ENSG00000259307.1"
"45399" "ENSG05220046496" "ENSG00000273786.1"
"45400" "ENSG05220046497" "ENSG00000259838.1"
"45401" "ENSG05220046498" "ENSG00000137815.14"
"45402" "ENSG05220046501" "ENSG00000140319.11"
"45403" "ENSG05220046509" "ENSG00000166140.17"
"45404" "ENSG05220046518" "ENSG00000176753.5"
"45405" "ENSG05220046520" "ENSG00000260648.3"
"45406" "ENSG05220046521" "ENSG00000137825.11"
"45407" "ENSG05220046523" "ENSG00000271236.1"
"45408" "ENSG05220046524" "ENSG00000104140.7"
"45409" "ENSG05220046525" "ENSG00000259198.1"
"45410" "ENSG05220046530" "ENSG00000128944.13"
"45411" "ENSG05220046543" "ENSG00000259211.1"
"45412" "ENSG05220046545" "ENSG00000140323.6"
"45413" "ENSG05220046549" "ENSG00000203573.4"
"45414" "ENSG05220046550" "ENSG00000200407.1"
"45415" "ENSG05220046551" "ENSG00000259396.1"
"45416" "ENSG05220046552" "ENSG00000062524.16"
"45417" "ENSG05220046556" "ENSG00000259409.1"
"45418" "ENSG05220046557" "ENSG00000166143.10"
"45419" "ENSG05220046559" "ENSG00000207766.1"
"45420" "ENSG05220046560" "ENSG00000200293.1"
"45421" "ENSG05220046561" "ENSG00000128917.8"
"45422" "ENSG05220046564" "ENSG00000128829.12"
"45423" "ENSG05220046570" "ENSG00000178997.12"
"45424" "ENSG05220046572" "ENSG00000273855.1"
"45425" "ENSG05220046576" "ENSG00000104129.10"
"45426" "ENSG05220046581" "ENSG00000137806.10"
"45427" "ENSG05220046584" "ENSG00000264850.1"
"45428" "ENSG05220046585" "ENSG00000252714.1"
"45429" "ENSG05220046587" "ENSG00000244705.1"
"45430" "ENSG05220046588" "ENSG00000188277.10"
"45431" "ENSG05220046589" "ENSG00000246863.2"
"45432" "ENSG05220046590" "ENSG00000260926.3"
"45433" "ENSG05220046591" "ENSG00000261183.5"
"45434" "ENSG05220046592" "ENSG00000259547.1"
"45435" "ENSG05220046593" "ENSG00000259405.1"
"45436" "ENSG05220046594" "ENSG00000128908.17"
"45437" "ENSG05220046596" "ENSG00000200305.1"
"45438" "ENSG05220046598" "ENSG00000092445.12"
"45439" "ENSG05220046601" "ENSG00000259617.1"
"45440" "ENSG05220046602" "ENSG00000259330.3"
"45441" "ENSG05220046604" "ENSG00000259254.1"
"45442" "ENSG05220046605" "ENSG00000169105.8"
"45443" "ENSG05220046606" "ENSG00000187446.12"
"45444" "ENSG05220046609" "ENSG00000128928.10"
"45445" "ENSG05220046612" "ENSG00000259584.1"
"45446" "ENSG05220046615" "ENSG00000137804.14"
"45447" "ENSG05220046618" "ENSG00000230778.2"
"45448" "ENSG05220046619" "ENSG00000240847.3"
"45449" "ENSG05220046621" "ENSG00000104081.14"
"45450" "ENSG05220046623" "ENSG00000265814.2"
"45451" "ENSG05220046624" "ENSG00000259239.1"
"45452" "ENSG05220046627" "ENSG00000128965.13"
"45453" "ENSG05220046628" "ENSG00000103966.11"
"45454" "ENSG05220046631" "ENSG00000174197.17"
"45455" "ENSG05220046634" "ENSG00000250379.1"
"45456" "ENSG05220046635" "ENSG00000279537.1"
"45457" "ENSG05220046636" "ENSG00000275636.1"
"45458" "ENSG05220046637" "ENSG00000259368.1"
"45459" "ENSG05220046638" "ENSG00000104142.11"
"45460" "ENSG05220046639" "ENSG00000174171.6"
"45461" "ENSG05220046641" "ENSG00000280036.1"
"45462" "ENSG05220046642" "ENSG00000104147.9"
"45463" "ENSG05220046644" "ENSG00000137843.12"
"45464" "ENSG05220046648" "ENSG00000140320.12"
"45465" "ENSG05220046650" "ENSG00000259521.1"
"45466" "ENSG05220046651" "ENSG00000103932.12"
"45467" "ENSG05220046652" "ENSG00000270702.1"
"45468" "ENSG05220046654" "ENSG00000166145.15"
"45469" "ENSG05220046656" "ENSG00000137877.10"
"45470" "ENSG05220046663" "ENSG00000137812.20"
"45471" "ENSG05220046528" "ENSG00000128891.16"
"45472" "ENSG05220046646" "ENSG00000137824.16"
"45473" "ENSG05220038872" "ENSG00000254912.2"
"45474" "ENSG05220038873" "ENSG00000243094.1"
"45475" "ENSG05220038874" "ENSG00000288627.1"
"45476" "ENSG05220038876" "ENSG00000198826.11"
"45477" "ENSG05220038879" "ENSG00000260382.1"
"45478" "ENSG05220038880" "ENSG00000276724.1"
"45479" "ENSG05220038881" "ENSG00000200008.1"
"45480" "ENSG05220038882" "ENSG00000279958.1"
"45481" "ENSG05220038883" "ENSG00000259408.2"
"45482" "ENSG05220038884" "ENSG00000259448.3"
"45483" "ENSG05220038885" "ENSG00000279912.1"
"45484" "ENSG05220038886" "ENSG00000270955.1"
"45485" "ENSG05220038887" "ENSG00000263070.1"
"45486" "ENSG05220038889" "ENSG00000261794.2"
"45487" "ENSG05220038890" "ENSG00000166922.8"
"45488" "ENSG05220038897" "ENSG00000166912.17"
"45489" "ENSG05220038909" "ENSG00000241818.1"
"45490" "ENSG05220038911" "ENSG00000260642.1"
"45491" "ENSG05220038912" "ENSG00000287840.1"
"45492" "ENSG05220038913" "ENSG00000103832.10"
"45493" "ENSG05220038916" "ENSG00000238519.1"
"45494" "ENSG05220038917" "ENSG00000259772.6"
"45495" "ENSG05220038920" "ENSG00000277467.1"
"45496" "ENSG05220038921" "ENSG00000276702.1"
"45497" "ENSG05220038922" "ENSG00000260128.6"
"45498" "ENSG05220038923" "ENSG00000259505.1"
"45499" "ENSG05220038925" "ENSG00000206127.11"
"45500" "ENSG05220038926" "ENSG00000274966.1"
"45501" "ENSG05220038927" "ENSG00000270055.1"
"45502" "ENSG05220038928" "ENSG00000261708.1"
"45503" "ENSG05220038929" "ENSG00000215296.10"
"45504" "ENSG05220038931" "ENSG00000269930.1"
"45505" "ENSG05220038933" "ENSG00000232653.8"
"45506" "ENSG05220038934" "ENSG00000277500.1"
"45507" "ENSG05220038935" "ENSG00000259845.1"
"45508" "ENSG05220038936" "ENSG00000206987.1"
"45509" "ENSG05220038937" "ENSG00000244952.2"
"45510" "ENSG05220038940" "ENSG00000206849.1"
"45511" "ENSG05220038941" "ENSG00000278696.1"
"45512" "ENSG05220038942" "ENSG00000274424.1"
"45513" "ENSG05220038943" "ENSG00000270016.1"
"45514" "ENSG05220038944" "ENSG00000277464.1"
"45515" "ENSG05220038945" "ENSG00000259890.1"
"45516" "ENSG05220038946" "ENSG00000169918.10"
"45517" "ENSG05220038947" "ENSG00000248905.10"
"45518" "ENSG05220038950" "ENSG00000207702.1"
"45519" "ENSG05220038951" "ENSG00000275776.1"
"45520" "ENSG05220038953" "ENSG00000166664.14"
"45521" "ENSG05220038954" "ENSG00000166923.12"
"45522" "ENSG05220038955" "ENSG00000285035.1"
"45523" "ENSG05220038956" "ENSG00000259446.6"
"45524" "ENSG05220038957" "ENSG00000259287.2"
"45525" "ENSG05220038958" "ENSG00000271078.1"
"45526" "ENSG05220038959" "ENSG00000201084.1"
"45527" "ENSG05220038960" "ENSG00000285948.1"
"45528" "ENSG05220038961" "ENSG00000261491.1"
"45529" "ENSG05220038962" "ENSG00000238783.1"
"45530" "ENSG05220038963" "ENSG00000186399.10"
"45531" "ENSG05220038966" "ENSG00000184984.10"
"45532" "ENSG05220038967" "ENSG00000134153.10"
"45533" "ENSG05220038968" "ENSG00000274076.1"
"45534" "ENSG05220038971" "ENSG00000198838.14"
"45535" "ENSG05220038987" "ENSG00000169926.11"
"45536" "ENSG05220038988" "ENSG00000271333.1"
"45537" "ENSG05220038989" "ENSG00000279417.1"
"45538" "ENSG05220038990" "ENSG00000249931.4"
"45539" "ENSG05220038992" "ENSG00000261628.1"
"45540" "ENSG05220038995" "ENSG00000198690.10"
"45541" "ENSG05220039002" "ENSG00000206846.1"
"45542" "ENSG05220039003" "ENSG00000247728.2"
"45543" "ENSG05220039004" "ENSG00000259392.2"
"45544" "ENSG05220039005" "ENSG00000207430.1"
"45545" "ENSG05220039006" "ENSG00000260211.2"
"45546" "ENSG05220039008" "ENSG00000212415.1"
"45547" "ENSG05220039009" "ENSG00000259720.2"
"45548" "ENSG05220039010" "ENSG00000260693.1"
"45549" "ENSG05220039011" "ENSG00000259721.1"
"45550" "ENSG05220039012" "ENSG00000169857.9"
"45551" "ENSG05220039013" "ENSG00000261375.1"
"45552" "ENSG05220039014" "ENSG00000259179.1"
"45553" "ENSG05220039015" "ENSG00000259358.1"
"45554" "ENSG05220039016" "ENSG00000259686.1"
"45555" "ENSG05220039018" "ENSG00000261064.1"
"45556" "ENSG05220039019" "ENSG00000134160.15"
"45557" "ENSG05220039020" "ENSG00000175344.19"
"45558" "ENSG05220039021" "ENSG00000207257.1"
"45559" "ENSG05220039022" "ENSG00000206972.1"
"45560" "ENSG05220039023" "ENSG00000278472.1"
"45561" "ENSG05220039024" "ENSG00000270789.1"
"45562" "ENSG05220039025" "ENSG00000259696.2"
"45563" "ENSG05220039026" "ENSG00000284783.1"
"45564" "ENSG05220039027" "ENSG00000262728.6"
"45565" "ENSG05220039028" "ENSG00000261279.5"
"45566" "ENSG05220039029" "ENSG00000212526.1"
"45567" "ENSG05220038938" "ENSG00000223509.8"
"45568" "ENSG05220039007" "ENSG00000215302.8"
"45569" "ENSG05220058019" "ENSG00000203392.3"
"45570" "ENSG05220058020" "ENSG00000275454.1"
"45571" "ENSG05220058021" "ENSG00000140368.13"
"45572" "ENSG05220058022" "ENSG00000136425.14"
"45573" "ENSG05220058023" "ENSG00000169752.17"
"45574" "ENSG05220058024" "ENSG00000241890.1"
"45575" "ENSG05220058026" "ENSG00000167173.19"
"45576" "ENSG05220058027" "ENSG00000261143.1"
"45577" "ENSG05220058028" "ENSG00000259565.2"
"45578" "ENSG05220058029" "ENSG00000240366.1"
"45579" "ENSG05220058030" "ENSG00000259362.2"
"45580" "ENSG05220058031" "ENSG00000259708.1"
"45581" "ENSG05220058032" "ENSG00000284343.1"
"45582" "ENSG05220058033" "ENSG00000261820.1"
"45583" "ENSG05220058034" "ENSG00000287503.1"
"45584" "ENSG05220058035" "ENSG00000260274.1"
"45585" "ENSG05220058037" "ENSG00000259281.1"
"45586" "ENSG05220058038" "ENSG00000252722.1"
"45587" "ENSG05220058039" "ENSG00000260104.1"
"45588" "ENSG05220058040" "ENSG00000260660.4"
"45589" "ENSG05220058041" "ENSG00000140400.17"
"45590" "ENSG05220058042" "ENSG00000259790.1"
"45591" "ENSG05220058043" "ENSG00000259666.3"
"45592" "ENSG05220058044" "ENSG00000261779.1"
"45593" "ENSG05220058045" "ENSG00000173548.9"
"45594" "ENSG05220058046" "ENSG00000275645.1"
"45595" "ENSG05220058047" "ENSG00000183476.13"
"45596" "ENSG05220058048" "ENSG00000173517.11"
"45597" "ENSG05220058049" "ENSG00000140374.16"
"45598" "ENSG05220058050" "ENSG00000167195.7"
"45599" "ENSG05220058051" "ENSG00000259213.1"
"45600" "ENSG05220058052" "ENSG00000261403.1"
"45601" "ENSG05220058053" "ENSG00000140367.12"
"45602" "ENSG05220058054" "ENSG00000169375.16"
"45603" "ENSG05220058055" "ENSG00000269951.1"
"45604" "ENSG05220058056" "ENSG00000260685.1"
"45605" "ENSG05220058057" "ENSG00000259722.2"
"45606" "ENSG05220058058" "ENSG00000230459.3"
"45607" "ENSG05220058059" "ENSG00000260206.1"
"45608" "ENSG05220058060" "ENSG00000243365.3"
"45609" "ENSG05220058061" "ENSG00000287926.1"
"45610" "ENSG05220058062" "ENSG00000167196.14"
"45611" "ENSG05220058063" "ENSG00000261714.2"
"45612" "ENSG05220058064" "ENSG00000140382.15"
"45613" "ENSG05220058065" "ENSG00000140391.15"
"45614" "ENSG05220058066" "ENSG00000260357.1"
"45615" "ENSG05220058067" "ENSG00000261244.1"
"45616" "ENSG05220058068" "ENSG00000278991.1"
"45617" "ENSG05220058069" "ENSG00000169371.14"
"45618" "ENSG05220058070" "ENSG00000117906.14"
"45619" "ENSG05220058071" "ENSG00000177971.9"
"45620" "ENSG05220058072" "ENSG00000196274.5"
"45621" "ENSG05220058073" "ENSG00000280359.1"
"45622" "ENSG05220058074" "ENSG00000242066.3"
"45623" "ENSG05220058075" "ENSG00000159556.10"
"45624" "ENSG05220058076" "ENSG00000199633.1"
"45625" "ENSG05220058077" "ENSG00000260165.1"
"45626" "ENSG05220058078" "ENSG00000259420.5"
"45627" "ENSG05220058079" "ENSG00000103740.10"
"45628" "ENSG05220058080" "ENSG00000140386.13"
"45629" "ENSG05220058081" "ENSG00000276744.1"
"45630" "ENSG05220058082" "ENSG00000246877.1"
"45631" "ENSG05220058083" "ENSG00000274515.1"
"45632" "ENSG05220058084" "ENSG00000169410.10"
"45633" "ENSG05220058085" "ENSG00000260139.6"
"45634" "ENSG05220058086" "ENSG00000279033.1"
"45635" "ENSG05220058087" "ENSG00000182950.3"
"45636" "ENSG05220058088" "ENSG00000275992.1"
"45637" "ENSG05220058089" "ENSG00000260988.1"
"45638" "ENSG05220058090" "ENSG00000266308.2"
"45639" "ENSG05220058091" "ENSG00000173546.7"
"45640" "ENSG05220058092" "ENSG00000259652.1"
"45641" "ENSG05220058093" "ENSG00000140398.14"
"45642" "ENSG05220058094" "ENSG00000260892.1"
"45643" "ENSG05220058095" "ENSG00000140365.16"
"45644" "ENSG05220058096" "ENSG00000201510.1"
"45645" "ENSG05220058097" "ENSG00000270036.1"
"45646" "ENSG05220058098" "ENSG00000261232.2"
"45647" "ENSG05220058099" "ENSG00000259581.3"
"45648" "ENSG05220058100" "ENSG00000259514.1"
"45649" "ENSG05220058101" "ENSG00000166411.14"
"45650" "ENSG05220058102" "ENSG00000260776.6"
"45651" "ENSG05220058103" "ENSG00000140478.15"
"45652" "ENSG05220058104" "ENSG00000259792.1"
"45653" "ENSG05220058105" "ENSG00000259931.2"
"45654" "ENSG05220058106" "ENSG00000260815.3"
"45655" "ENSG05220058107" "ENSG00000169758.13"
"45656" "ENSG05220058108" "ENSG00000214646.8"
"45657" "ENSG05220058109" "ENSG00000266449.1"
"45658" "ENSG05220058110" "ENSG00000277295.1"
"45659" "ENSG05220058111" "ENSG00000261205.2"
"45660" "ENSG05220058112" "ENSG00000284385.1"
"45661" "ENSG05220058113" "ENSG00000167202.12"
"45662" "ENSG05220058114" "ENSG00000260235.1"
"45663" "ENSG05220058115" "ENSG00000261043.5"
"45664" "ENSG05220058116" "ENSG00000259422.1"
"45665" "ENSG05220058117" "ENSG00000187812.12"
"45666" "ENSG05220058118" "ENSG00000169783.13"
"45667" "ENSG05220058025" "ENSG00000241807.3"
"45668" "ENSG05220058036" "ENSG00000260288.4"
"45669" "ENSG05220030518" "ENSG00000166947.15"
"45670" "ENSG05220030519" "ENSG00000201077.1"
"45671" "ENSG05220030520" "ENSG00000171877.21"
"45672" "ENSG05220030521" "ENSG00000227973.1"
"45673" "ENSG05220030522" "ENSG00000103994.18"
"45674" "ENSG05220030523" "ENSG00000206957.2"
"45675" "ENSG05220030524" "ENSG00000276121.1"
"45676" "ENSG05220030525" "ENSG00000260282.1"
"45677" "ENSG05220030526" "ENSG00000281269.1"
"45678" "ENSG05220030527" "ENSG00000140326.13"
"45679" "ENSG05220030528" "ENSG00000221792.1"
"45680" "ENSG05220030529" "ENSG00000261687.1"
"45681" "ENSG05220030530" "ENSG00000206991.1"
"45682" "ENSG05220030531" "ENSG00000223572.10"
"45683" "ENSG05220030532" "ENSG00000180979.10"
"45684" "ENSG05220030533" "ENSG00000205871.5"
"45685" "ENSG05220030534" "ENSG00000166734.20"
"45686" "ENSG05220030535" "ENSG00000104133.16"
"45687" "ENSG05220030536" "ENSG00000179523.5"
"45688" "ENSG05220030537" "ENSG00000184716.14"
"45689" "ENSG05220030538" "ENSG00000104055.16"
"45690" "ENSG05220030539" "ENSG00000168806.8"
"45691" "ENSG05220030540" "ENSG00000166763.8"
"45692" "ENSG05220030541" "ENSG00000201136.1"
"45693" "ENSG05220030542" "ENSG00000257797.1"
"45694" "ENSG05220030543" "ENSG00000278769.1"
"45695" "ENSG05220030544" "ENSG00000259187.1"
"45696" "ENSG05220030545" "ENSG00000259595.1"
"45697" "ENSG05220030546" "ENSG00000214013.9"
"45698" "ENSG05220030547" "ENSG00000249839.1"
"45699" "ENSG05220030548" "ENSG00000166887.16"
"45700" "ENSG05220030549" "ENSG00000261679.2"
"45701" "ENSG05220030550" "ENSG00000242866.10"
"45702" "ENSG05220030551" "ENSG00000260928.2"
"45703" "ENSG05220030552" "ENSG00000278493.1"
"45704" "ENSG05220030553" "ENSG00000140264.21"
"45705" "ENSG05220030554" "ENSG00000200391.1"
"45706" "ENSG05220030555" "ENSG00000137842.7"
"45707" "ENSG05220030556" "ENSG00000259659.1"
"45708" "ENSG05220030557" "ENSG00000202211.1"
"45709" "ENSG05220030558" "ENSG00000128886.12"
"45710" "ENSG05220030559" "ENSG00000185607.5"
"45711" "ENSG05220030560" "ENSG00000166710.21"
"45712" "ENSG05220030561" "ENSG00000222398.1"
"45713" "ENSG05220030562" "ENSG00000246283.2"
"45714" "ENSG05220030563" "ENSG00000261822.1"
"45715" "ENSG05220030564" "ENSG00000137822.13"
"45716" "ENSG05220030565" "ENSG00000212424.1"
